"idUsuario";"reputacao";"respostas";"perguntas";"comentariospergunta";"comentariosresposta";"comunidade"
"1_3204";"143";"0";"1";"0";"0";"BIO"
"1_3228";"143";"0";"2";"0";"6";"BIO"
"1_3484";"143";"0";"1";"0";"2";"BIO"
"1_4488";"143";"0";"3";"3";"2";"BIO"
"1_502";"143";"0";"1";"2";"0";"BIO"
"1_543";"143";"0";"1";"1";"3";"BIO"
"1_551";"143";"0";"2";"2";"1";"BIO"
"1_648";"143";"0";"1";"0";"0";"BIO"
"1_655";"143";"0";"2";"0";"1";"BIO"
"1_960";"143";"0";"1";"2";"1";"BIO"
"1_1033";"141";"0";"1";"0";"0";"BIO"
"1_1096";"141";"1";"0";"0";"0";"BIO"
"1_1251";"141";"0";"1";"2";"0";"BIO"
"1_1422";"141";"0";"1";"0";"0";"BIO"
"1_1607";"141";"0";"1";"1";"2";"BIO"
"1_1693";"141";"0";"4";"1";"0";"BIO"
"1_1724";"141";"0";"1";"0";"1";"BIO"
"1_1790";"141";"1";"0";"0";"1";"BIO"
"1_1826";"141";"1";"0";"0";"1";"BIO"
"1_3254";"141";"0";"1";"2";"0";"BIO"
"1_3325";"141";"0";"1";"0";"0";"BIO"
"1_4283";"141";"0";"5";"4";"0";"BIO"
"1_4478";"141";"0";"3";"1";"0";"BIO"
"1_462";"141";"1";"0";"0";"1";"BIO"
"1_478";"141";"3";"0";"0";"0";"BIO"
"1_4795";"141";"2";"1";"0";"0";"BIO"
"1_548";"141";"0";"1";"0";"0";"BIO"
"1_572";"141";"0";"1";"0";"0";"BIO"
"1_5859";"141";"6";"2";"1";"2";"BIO"
"1_597";"141";"0";"1";"0";"0";"BIO"
"1_6167";"141";"1";"0";"0";"3";"BIO"
"1_801";"141";"0";"2";"0";"0";"BIO"
"1_808";"141";"0";"1";"1";"1";"BIO"
"1_1550";"140";"0";"1";"0";"0";"BIO"
"1_1602";"140";"0";"1";"0";"0";"BIO"
"1_3500";"140";"0";"3";"0";"4";"BIO"
"1_777";"140";"0";"2";"0";"4";"BIO"
"1_1158";"139";"0";"2";"2";"1";"BIO"
"1_1344";"138";"0";"1";"0";"2";"BIO"
"1_1407";"138";"0";"1";"0";"0";"BIO"
"1_1413";"138";"0";"16";"11";"14";"BIO"
"1_1488";"138";"1";"7";"1";"0";"BIO"
"1_1576";"138";"0";"1";"0";"1";"BIO"
"1_1775";"138";"0";"2";"0";"2";"BIO"
"1_3180";"138";"0";"1";"0";"0";"BIO"
"1_3382";"138";"1";"8";"5";"3";"BIO"
"1_3393";"138";"1";"1";"2";"6";"BIO"
"1_4139";"138";"12";"0";"3";"1";"BIO"
"1_489";"138";"0";"1";"2";"0";"BIO"
"1_684";"138";"0";"1";"3";"0";"BIO"
"1_705";"138";"0";"1";"0";"1";"BIO"
"1_744";"138";"0";"2";"2";"2";"BIO"
"1_780";"138";"0";"1";"0";"2";"BIO"
"1_921";"138";"0";"2";"2";"12";"BIO"
"1_952";"138";"0";"7";"1";"2";"BIO"
"1_1098";"137";"0";"1";"0";"0";"BIO"
"1_1192";"136";"0";"1";"0";"1";"BIO"
"1_1284";"136";"0";"1";"0";"0";"BIO"
"1_1405";"136";"0";"1";"0";"1";"BIO"
"1_1448";"136";"0";"1";"0";"3";"BIO"
"1_1451";"136";"4";"0";"1";"1";"BIO"
"1_1554";"136";"1";"0";"0";"0";"BIO"
"1_313";"136";"2";"0";"0";"0";"BIO"
"1_321";"136";"0";"1";"0";"0";"BIO"
"1_3713";"136";"0";"3";"0";"0";"BIO"
"1_3966";"136";"0";"2";"1";"2";"BIO"
"1_4612";"136";"0";"1";"2";"0";"BIO"
"1_5238";"136";"1";"0";"0";"0";"BIO"
"1_530";"136";"0";"1";"0";"2";"BIO"
"1_5366";"136";"1";"1";"1";"1";"BIO"
"1_576";"136";"1";"1";"0";"0";"BIO"
"1_5919";"136";"0";"1";"0";"6";"BIO"
"1_6093";"136";"1";"0";"0";"3";"BIO"
"1_735";"136";"1";"0";"0";"0";"BIO"
"1_822";"136";"0";"2";"4";"1";"BIO"
"1_1308";"135";"0";"2";"0";"2";"BIO"
"1_1578";"135";"0";"5";"5";"1";"BIO"
"1_922";"135";"0";"2";"1";"0";"BIO"
"1_1011";"134";"0";"2";"0";"1";"BIO"
"1_3798";"134";"0";"2";"5";"1";"BIO"
"1_1081";"133";"0";"3";"0";"1";"BIO"
"1_1165";"133";"2";"0";"1";"1";"BIO"
"1_1800";"133";"0";"3";"0";"3";"BIO"
"1_1885";"133";"0";"1";"2";"0";"BIO"
"1_3016";"133";"0";"2";"0";"3";"BIO"
"1_3296";"133";"0";"1";"0";"0";"BIO"
"1_3419";"133";"0";"1";"0";"0";"BIO"
"1_3534";"133";"0";"5";"3";"0";"BIO"
"1_3559";"133";"0";"1";"0";"0";"BIO"
"1_405";"133";"0";"1";"1";"1";"BIO"
"1_420";"133";"0";"1";"0";"2";"BIO"
"1_4227";"133";"0";"1";"0";"0";"BIO"
"1_4471";"133";"0";"1";"0";"0";"BIO"
"1_5525";"133";"0";"1";"0";"1";"BIO"
"1_678";"133";"0";"1";"2";"0";"BIO"
"1_739";"133";"0";"1";"1";"1";"BIO"
"1_868";"133";"0";"1";"0";"0";"BIO"
"1_1003";"131";"0";"2";"1";"1";"BIO"
"1_1045";"131";"0";"2";"0";"2";"BIO"
"1_1095";"131";"1";"0";"0";"2";"BIO"
"1_1153";"131";"1";"0";"0";"0";"BIO"
"1_1161";"131";"0";"1";"0";"0";"BIO"
"1_1526";"131";"0";"1";"1";"6";"BIO"
"1_1553";"131";"0";"1";"0";"0";"BIO"
"1_1668";"131";"2";"1";"0";"0";"BIO"
"1_180";"131";"1";"1";"2";"1";"BIO"
"1_1874";"131";"0";"1";"1";"0";"BIO"
"1_3004";"131";"1";"0";"1";"3";"BIO"
"1_3164";"131";"0";"1";"1";"3";"BIO"
"1_3184";"131";"0";"1";"1";"0";"BIO"
"1_3203";"131";"0";"1";"0";"1";"BIO"
"1_3236";"131";"1";"1";"0";"0";"BIO"
"1_3550";"131";"0";"1";"0";"1";"BIO"
"1_3721";"131";"1";"0";"0";"0";"BIO"
"1_4123";"131";"0";"2";"1";"0";"BIO"
"1_4208";"131";"0";"2";"4";"0";"BIO"
"1_4464";"131";"2";"0";"0";"0";"BIO"
"1_4617";"131";"0";"1";"0";"0";"BIO"
"1_5466";"131";"1";"10";"3";"5";"BIO"
"1_5704";"131";"0";"1";"0";"0";"BIO"
"1_579";"131";"1";"0";"0";"0";"BIO"
"1_5863";"131";"1";"0";"0";"0";"BIO"
"1_639";"131";"1";"0";"0";"0";"BIO"
"1_660";"131";"0";"1";"0";"0";"BIO"
"1_776";"131";"0";"1";"0";"0";"BIO"
"1_900";"131";"0";"1";"0";"0";"BIO"
"1_1141";"130";"2";"3";"3";"0";"BIO"
"1_1537";"130";"0";"2";"1";"1";"BIO"
"1_3052";"130";"0";"2";"1";"2";"BIO"
"1_3055";"130";"0";"2";"2";"1";"BIO"
"1_3956";"130";"0";"1";"1";"0";"BIO"
"1_925";"130";"0";"1";"6";"2";"BIO"
"1_951";"130";"0";"2";"0";"1";"BIO"
"1_3660";"129";"0";"4";"0";"1";"BIO"
"1_1064";"128";"0";"1";"0";"0";"BIO"
"1_1171";"128";"0";"1";"0";"1";"BIO"
"1_1297";"128";"0";"1";"1";"2";"BIO"
"1_1419";"128";"0";"1";"4";"0";"BIO"
"1_1481";"128";"0";"1";"0";"1";"BIO"
"1_1524";"128";"0";"3";"3";"2";"BIO"
"1_1675";"128";"0";"1";"0";"2";"BIO"
"1_1868";"128";"0";"1";"0";"2";"BIO"
"1_1884";"128";"0";"1";"4";"1";"BIO"
"1_2928";"128";"0";"1";"0";"0";"BIO"
"1_3146";"128";"0";"1";"0";"0";"BIO"
"1_3614";"128";"0";"1";"0";"1";"BIO"
"1_3668";"128";"0";"1";"0";"0";"BIO"
"1_3871";"128";"0";"1";"0";"0";"BIO"
"1_3941";"128";"0";"2";"0";"1";"BIO"
"1_4869";"128";"0";"1";"0";"1";"BIO"
"1_4884";"128";"0";"1";"0";"0";"BIO"
"1_4999";"128";"0";"1";"0";"2";"BIO"
"1_5121";"128";"1";"0";"3";"0";"BIO"
"1_5187";"128";"1";"1";"0";"0";"BIO"
"1_5439";"128";"0";"1";"0";"0";"BIO"
"1_5795";"128";"0";"1";"0";"0";"BIO"
"1_6087";"128";"0";"1";"0";"0";"BIO"
"1_996";"128";"0";"1";"1";"0";"BIO"
"1_4257";"127";"1";"0";"0";"0";"BIO"
"1_4791";"127";"0";"3";"0";"0";"BIO"
"1_5008";"127";"0";"4";"3";"1";"BIO"
"1_1040";"126";"0";"1";"0";"0";"BIO"
"1_1050";"126";"1";"1";"1";"0";"BIO"
"1_1460";"126";"0";"3";"2";"0";"BIO"
"1_2";"126";"0";"2";"2";"0";"BIO"
"1_320";"126";"0";"1";"1";"1";"BIO"
"1_3350";"126";"0";"3";"0";"0";"BIO"
"1_3491";"126";"1";"0";"0";"0";"BIO"
"1_3885";"126";"0";"1";"2";"1";"BIO"
"1_3927";"126";"0";"1";"0";"0";"BIO"
"1_3930";"126";"0";"1";"1";"0";"BIO"
"1_4252";"126";"0";"1";"0";"2";"BIO"
"1_4387";"126";"6";"0";"3";"3";"BIO"
"1_4482";"126";"0";"1";"4";"0";"BIO"
"1_4925";"126";"1";"1";"0";"0";"BIO"
"1_5233";"126";"0";"1";"1";"0";"BIO"
"1_5907";"126";"1";"0";"0";"0";"BIO"
"1_6027";"126";"1";"0";"0";"0";"BIO"
"1_6179";"126";"0";"3";"6";"0";"BIO"
"1_668";"126";"0";"1";"0";"0";"BIO"
"1_671";"126";"2";"0";"1";"1";"BIO"
"1_912";"126";"0";"1";"4";"0";"BIO"
"1_3315";"125";"0";"2";"1";"3";"BIO"
"1_3331";"125";"0";"3";"0";"1";"BIO"
"1_3338";"125";"0";"3";"2";"3";"BIO"
"1_4130";"125";"0";"3";"2";"0";"BIO"
"1_5407";"125";"0";"2";"2";"2";"BIO"
"1_3389";"124";"0";"2";"1";"0";"BIO"
"1_339";"124";"0";"1";"0";"1";"BIO"
"1_1079";"123";"0";"1";"4";"0";"BIO"
"1_1281";"123";"0";"1";"2";"1";"BIO"
"1_1459";"123";"0";"1";"0";"1";"BIO"
"1_1544";"123";"0";"1";"0";"0";"BIO"
"1_1557";"123";"0";"1";"0";"0";"BIO"
"1_1566";"123";"0";"1";"1";"1";"BIO"
"1_1581";"123";"0";"1";"0";"1";"BIO"
"1_1658";"123";"0";"1";"2";"0";"BIO"
"1_1857";"123";"0";"1";"0";"0";"BIO"
"1_2958";"123";"0";"1";"0";"0";"BIO"
"1_2982";"123";"0";"1";"0";"0";"BIO"
"1_3011";"123";"0";"1";"0";"0";"BIO"
"1_3178";"123";"0";"2";"1";"0";"BIO"
"1_3322";"123";"0";"1";"0";"0";"BIO"
"1_3627";"123";"1";"3";"2";"2";"BIO"
"1_4237";"123";"0";"1";"0";"0";"BIO"
"1_4858";"123";"0";"2";"2";"0";"BIO"
"1_5049";"123";"0";"1";"1";"1";"BIO"
"1_5259";"123";"0";"1";"0";"0";"BIO"
"1_5680";"123";"0";"4";"1";"6";"BIO"
"1_5917";"123";"0";"1";"0";"1";"BIO"
"1_5926";"123";"0";"1";"0";"1";"BIO"
"1_6033";"123";"0";"1";"0";"1";"BIO"
"1_623";"123";"0";"1";"0";"0";"BIO"
"1_4053";"122";"0";"3";"2";"5";"BIO"
"1_4323";"122";"5";"14";"1";"0";"BIO"
"1_5417";"122";"0";"3";"0";"0";"BIO"
"1_1020";"121";"0";"2";"0";"1";"BIO"
"1_1157";"121";"2";"0";"0";"0";"BIO"
"1_1186";"121";"0";"3";"3";"1";"BIO"
"1_1198";"121";"0";"1";"0";"0";"BIO"
"1_1226";"121";"0";"1";"4";"0";"BIO"
"1_1312";"121";"0";"1";"0";"0";"BIO"
"1_1378";"121";"0";"1";"2";"3";"BIO"
"1_1436";"121";"0";"1";"0";"0";"BIO"
"1_1620";"121";"0";"1";"0";"0";"BIO"
"1_1642";"121";"1";"0";"2";"2";"BIO"
"1_1875";"121";"1";"0";"0";"0";"BIO"
"1_1903";"121";"0";"1";"2";"0";"BIO"
"1_22";"121";"1";"0";"0";"0";"BIO"
"1_221";"121";"0";"1";"0";"0";"BIO"
"1_230";"121";"3";"0";"0";"0";"BIO"
"1_2945";"121";"0";"1";"0";"0";"BIO"
"1_2974";"121";"0";"1";"0";"0";"BIO"
"1_3088";"121";"1";"0";"0";"1";"BIO"
"1_3272";"121";"0";"1";"1";"2";"BIO"
"1_3282";"121";"0";"1";"0";"0";"BIO"
"1_3310";"121";"2";"3";"3";"4";"BIO"
"1_3577";"121";"0";"1";"0";"0";"BIO"
"1_3673";"121";"1";"0";"1";"0";"BIO"
"1_3703";"121";"2";"0";"0";"3";"BIO"
"1_3739";"121";"1";"1";"1";"1";"BIO"
"1_3809";"121";"0";"1";"0";"0";"BIO"
"1_4054";"121";"4";"0";"2";"2";"BIO"
"1_4163";"121";"0";"1";"0";"0";"BIO"
"1_4249";"121";"1";"0";"0";"0";"BIO"
"1_4358";"121";"0";"1";"0";"0";"BIO"
"1_4378";"121";"0";"2";"1";"0";"BIO"
"1_4707";"121";"0";"1";"1";"3";"BIO"
"1_4763";"121";"0";"1";"0";"0";"BIO"
"1_5304";"121";"0";"1";"0";"1";"BIO"
"1_541";"121";"0";"1";"6";"1";"BIO"
"1_5656";"121";"1";"1";"2";"0";"BIO"
"1_596";"121";"0";"1";"0";"0";"BIO"
"1_5992";"121";"0";"1";"0";"5";"BIO"
"1_6151";"121";"1";"0";"3";"5";"BIO"
"1_6165";"121";"1";"0";"0";"3";"BIO"
"1_657";"121";"0";"1";"1";"0";"BIO"
"1_689";"121";"1";"0";"0";"0";"BIO"
"1_745";"121";"0";"1";"1";"0";"BIO"
"1_914";"121";"0";"1";"0";"0";"BIO"
"1_955";"121";"0";"1";"1";"0";"BIO"
"1_3292";"120";"0";"2";"2";"3";"BIO"
"1_1241";"119";"1";"1";"0";"0";"BIO"
"1_1902";"119";"3";"0";"0";"3";"BIO"
"1_3117";"119";"0";"1";"2";"0";"BIO"
"1_3807";"119";"0";"1";"3";"2";"BIO"
"1_5491";"119";"0";"2";"2";"4";"BIO"
"1_1523";"118";"0";"1";"0";"0";"BIO"
"1_1587";"118";"0";"1";"0";"1";"BIO"
"1_1611";"118";"0";"2";"3";"1";"BIO"
"1_1711";"118";"0";"1";"0";"0";"BIO"
"1_1749";"118";"0";"1";"1";"0";"BIO"
"1_1755";"118";"0";"1";"0";"1";"BIO"
"1_1905";"118";"0";"1";"0";"1";"BIO"
"1_2931";"118";"0";"1";"0";"0";"BIO"
"1_2942";"118";"0";"1";"0";"1";"BIO"
"1_3089";"118";"0";"3";"1";"0";"BIO"
"1_3132";"118";"0";"1";"1";"1";"BIO"
"1_3136";"118";"0";"1";"1";"2";"BIO"
"1_3186";"118";"0";"1";"1";"2";"BIO"
"1_3198";"118";"0";"5";"1";"3";"BIO"
"1_3208";"118";"0";"1";"0";"0";"BIO"
"1_3431";"118";"0";"1";"0";"0";"BIO"
"1_4080";"118";"0";"1";"2";"0";"BIO"
"1_4134";"118";"0";"1";"0";"2";"BIO"
"1_4183";"118";"0";"1";"0";"0";"BIO"
"1_4195";"118";"0";"1";"0";"0";"BIO"
"1_4292";"118";"0";"1";"1";"0";"BIO"
"1_4349";"118";"0";"1";"1";"2";"BIO"
"1_4431";"118";"0";"1";"0";"0";"BIO"
"1_451";"118";"0";"1";"0";"1";"BIO"
"1_4550";"118";"0";"1";"0";"1";"BIO"
"1_4734";"118";"0";"1";"0";"1";"BIO"
"1_4860";"118";"2";"5";"5";"3";"BIO"
"1_494";"118";"0";"1";"0";"1";"BIO"
"1_524";"118";"2";"1";"0";"1";"BIO"
"1_5594";"118";"0";"1";"1";"2";"BIO"
"1_976";"118";"0";"1";"0";"2";"BIO"
"1_1048";"117";"0";"1";"3";"3";"BIO"
"1_3139";"117";"7";"0";"1";"2";"BIO"
"1_4209";"117";"0";"2";"1";"1";"BIO"
"1_1154";"116";"0";"1";"0";"0";"BIO"
"1_1379";"116";"0";"1";"0";"1";"BIO"
"1_1467";"116";"0";"2";"2";"3";"BIO"
"1_1766";"116";"0";"1";"0";"0";"BIO"
"1_1784";"116";"1";"0";"0";"1";"BIO"
"1_1802";"116";"0";"1";"1";"1";"BIO"
"1_1894";"116";"0";"1";"0";"1";"BIO"
"1_3097";"116";"0";"1";"2";"0";"BIO"
"1_3227";"116";"0";"1";"0";"0";"BIO"
"1_3255";"116";"0";"1";"0";"0";"BIO"
"1_3276";"116";"0";"1";"0";"0";"BIO"
"1_3320";"116";"1";"2";"2";"0";"BIO"
"1_3665";"116";"1";"2";"3";"0";"BIO"
"1_3910";"116";"0";"1";"0";"1";"BIO"
"1_4026";"116";"1";"1";"0";"5";"BIO"
"1_4041";"116";"0";"1";"0";"0";"BIO"
"1_4256";"116";"0";"1";"0";"0";"BIO"
"1_4346";"116";"0";"2";"0";"0";"BIO"
"1_4498";"116";"0";"1";"1";"0";"BIO"
"1_4539";"116";"4";"0";"0";"2";"BIO"
"1_4656";"116";"0";"1";"0";"0";"BIO"
"1_4788";"116";"0";"2";"1";"0";"BIO"
"1_4971";"116";"0";"1";"1";"2";"BIO"
"1_5431";"116";"0";"3";"2";"2";"BIO"
"1_5468";"116";"0";"1";"1";"2";"BIO"
"1_5684";"116";"0";"1";"0";"0";"BIO"
"1_6061";"116";"12";"2";"1";"1";"BIO"
"1_6189";"116";"0";"1";"3";"0";"BIO"
"1_6271";"116";"0";"1";"1";"0";"BIO"
"1_838";"116";"1";"0";"0";"0";"BIO"
"1_1172";"115";"0";"1";"1";"0";"BIO"
"1_3462";"115";"0";"3";"4";"3";"BIO"
"1_3972";"115";"0";"2";"2";"1";"BIO"
"1_1585";"114";"3";"3";"2";"2";"BIO"
"1_3625";"114";"0";"1";"2";"1";"BIO"
"1_4633";"114";"0";"1";"1";"1";"BIO"
"1_4654";"114";"0";"1";"0";"0";"BIO"
"1_101";"113";"0";"1";"0";"0";"BIO"
"1_1330";"113";"0";"1";"0";"0";"BIO"
"1_1547";"113";"0";"1";"0";"0";"BIO"
"1_1565";"113";"0";"1";"0";"0";"BIO"
"1_1816";"113";"0";"1";"0";"0";"BIO"
"1_1847";"113";"0";"1";"1";"1";"BIO"
"1_1859";"113";"0";"1";"0";"2";"BIO"
"1_2947";"113";"0";"1";"0";"0";"BIO"
"1_3048";"113";"0";"1";"0";"0";"BIO"
"1_3073";"113";"0";"1";"0";"0";"BIO"
"1_3173";"113";"0";"2";"0";"2";"BIO"
"1_3197";"113";"0";"2";"2";"0";"BIO"
"1_3429";"113";"0";"1";"1";"2";"BIO"
"1_3563";"113";"0";"1";"0";"2";"BIO"
"1_3700";"113";"0";"1";"2";"2";"BIO"
"1_3712";"113";"0";"1";"1";"1";"BIO"
"1_3722";"113";"0";"1";"0";"0";"BIO"
"1_3906";"113";"0";"1";"2";"0";"BIO"
"1_3935";"113";"0";"1";"1";"1";"BIO"
"1_3989";"113";"0";"2";"1";"1";"BIO"
"1_4192";"113";"0";"1";"0";"0";"BIO"
"1_4240";"113";"0";"1";"1";"0";"BIO"
"1_4261";"113";"0";"1";"3";"3";"BIO"
"1_4344";"113";"0";"1";"1";"1";"BIO"
"1_4405";"113";"0";"1";"0";"1";"BIO"
"1_4436";"113";"0";"1";"0";"3";"BIO"
"1_4440";"113";"0";"2";"1";"0";"BIO"
"1_4483";"113";"0";"1";"0";"1";"BIO"
"1_4572";"113";"0";"1";"0";"1";"BIO"
"1_4803";"113";"0";"1";"0";"1";"BIO"
"1_4819";"113";"0";"2";"3";"0";"BIO"
"1_5157";"113";"0";"1";"0";"1";"BIO"
"1_5160";"113";"0";"1";"1";"1";"BIO"
"1_5217";"113";"0";"1";"0";"1";"BIO"
"1_5221";"113";"0";"2";"0";"0";"BIO"
"1_5487";"113";"0";"1";"2";"1";"BIO"
"1_5547";"113";"0";"1";"0";"1";"BIO"
"1_5554";"113";"0";"1";"0";"3";"BIO"
"1_5719";"113";"0";"1";"0";"0";"BIO"
"1_5767";"113";"0";"1";"1";"6";"BIO"
"1_5833";"113";"0";"1";"2";"0";"BIO"
"1_5966";"113";"0";"1";"0";"0";"BIO"
"1_6031";"113";"0";"1";"0";"1";"BIO"
"1_6084";"113";"0";"1";"1";"6";"BIO"
"1_6176";"113";"0";"1";"0";"4";"BIO"
"1_743";"113";"0";"1";"0";"0";"BIO"
"1_754";"113";"1";"1";"2";"1";"BIO"
"1_887";"113";"0";"1";"0";"1";"BIO"
"1_1387";"112";"0";"5";"3";"1";"BIO"
"1_1338";"111";"1";"0";"0";"0";"BIO"
"1_1442";"111";"0";"1";"0";"0";"BIO"
"1_1476";"111";"0";"1";"0";"0";"BIO"
"1_1483";"111";"0";"1";"2";"3";"BIO"
"1_151";"111";"1";"0";"0";"0";"BIO"
"1_1776";"111";"1";"0";"0";"0";"BIO"
"1_1783";"111";"0";"1";"0";"0";"BIO"
"1_1867";"111";"0";"1";"0";"0";"BIO"
"1_2940";"111";"0";"1";"0";"1";"BIO"
"1_2956";"111";"0";"1";"0";"1";"BIO"
"1_2995";"111";"0";"1";"0";"0";"BIO"
"1_3045";"111";"0";"1";"0";"0";"BIO"
"1_3049";"111";"0";"1";"0";"0";"BIO"
"1_3066";"111";"0";"1";"0";"0";"BIO"
"1_3140";"111";"0";"1";"0";"0";"BIO"
"1_3191";"111";"0";"1";"0";"0";"BIO"
"1_3347";"111";"0";"2";"13";"2";"BIO"
"1_3362";"111";"0";"1";"0";"0";"BIO"
"1_3366";"111";"0";"1";"1";"0";"BIO"
"1_337";"111";"1";"0";"0";"0";"BIO"
"1_3403";"111";"0";"1";"0";"0";"BIO"
"1_3433";"111";"1";"0";"0";"0";"BIO"
"1_3450";"111";"0";"1";"0";"1";"BIO"
"1_3501";"111";"0";"1";"0";"1";"BIO"
"1_3587";"111";"0";"1";"0";"0";"BIO"
"1_3635";"111";"0";"1";"0";"0";"BIO"
"1_3788";"111";"0";"1";"0";"0";"BIO"
"1_3830";"111";"0";"1";"0";"0";"BIO"
"1_3867";"111";"0";"1";"0";"0";"BIO"
"1_395";"111";"1";"0";"2";"1";"BIO"
"1_3973";"111";"1";"0";"0";"0";"BIO"
"1_3986";"111";"2";"0";"0";"3";"BIO"
"1_4015";"111";"1";"0";"0";"0";"BIO"
"1_4016";"111";"0";"1";"1";"0";"BIO"
"1_4028";"111";"0";"1";"0";"0";"BIO"
"1_411";"111";"0";"1";"0";"0";"BIO"
"1_4116";"111";"3";"0";"0";"13";"BIO"
"1_4191";"111";"0";"1";"0";"0";"BIO"
"1_4246";"111";"1";"1";"0";"0";"BIO"
"1_4419";"111";"0";"2";"1";"0";"BIO"
"1_4420";"111";"0";"1";"0";"0";"BIO"
"1_4458";"111";"0";"1";"0";"0";"BIO"
"1_4531";"111";"0";"1";"2";"1";"BIO"
"1_4592";"111";"0";"1";"0";"0";"BIO"
"1_4618";"111";"0";"1";"1";"0";"BIO"
"1_4664";"111";"0";"1";"0";"0";"BIO"
"1_4701";"111";"1";"0";"0";"2";"BIO"
"1_4750";"111";"1";"0";"0";"1";"BIO"
"1_4808";"111";"0";"2";"2";"0";"BIO"
"1_4826";"111";"1";"1";"1";"0";"BIO"
"1_4903";"111";"0";"1";"0";"0";"BIO"
"1_4934";"111";"0";"1";"1";"2";"BIO"
"1_4965";"111";"0";"1";"0";"0";"BIO"
"1_4983";"111";"0";"1";"0";"0";"BIO"
"1_5122";"111";"1";"0";"0";"0";"BIO"
"1_5337";"111";"0";"1";"2";"4";"BIO"
"1_5444";"111";"1";"0";"0";"1";"BIO"
"1_5477";"111";"0";"1";"2";"0";"BIO"
"1_5504";"111";"0";"1";"0";"0";"BIO"
"1_5642";"111";"0";"1";"1";"0";"BIO"
"1_5732";"111";"0";"1";"0";"0";"BIO"
"1_5735";"111";"0";"1";"0";"0";"BIO"
"1_5874";"111";"0";"1";"3";"6";"BIO"
"1_5924";"111";"3";"0";"0";"0";"BIO"
"1_6036";"111";"0";"1";"0";"1";"BIO"
"1_6170";"111";"1";"0";"0";"1";"BIO"
"1_793";"111";"0";"1";"1";"0";"BIO"
"1_848";"111";"1";"0";"0";"2";"BIO"
"1_905";"111";"1";"0";"0";"1";"BIO"
"1_1715";"110";"0";"2";"0";"3";"BIO"
"1_4003";"110";"0";"1";"0";"1";"BIO"
"1_6019";"110";"0";"1";"0";"1";"BIO"
"1_924";"110";"0";"1";"0";"0";"BIO"
"1_1001";"109";"1";"0";"0";"0";"BIO"
"1_355";"109";"0";"0";"0";"1";"BIO"
"1_3677";"109";"0";"1";"1";"0";"BIO"
"1_4138";"109";"0";"1";"3";"1";"BIO"
"1_5720";"109";"0";"1";"2";"0";"BIO"
"1_95";"109";"1";"4";"0";"3";"BIO"
"1_1127";"108";"0";"1";"0";"1";"BIO"
"1_1169";"108";"0";"1";"0";"5";"BIO"
"1_1594";"108";"0";"3";"0";"3";"BIO"
"1_1713";"108";"0";"1";"1";"2";"BIO"
"1_1841";"108";"0";"1";"0";"1";"BIO"
"1_1891";"108";"0";"1";"0";"2";"BIO"
"1_2961";"108";"0";"1";"0";"1";"BIO"
"1_3064";"108";"0";"1";"0";"0";"BIO"
"1_3179";"108";"0";"1";"1";"0";"BIO"
"1_3189";"108";"0";"2";"1";"2";"BIO"
"1_3363";"108";"0";"1";"0";"0";"BIO"
"1_3425";"108";"0";"1";"1";"1";"BIO"
"1_3476";"108";"0";"1";"0";"0";"BIO"
"1_3503";"108";"0";"1";"2";"0";"BIO"
"1_3683";"108";"0";"1";"0";"1";"BIO"
"1_3845";"108";"0";"1";"0";"0";"BIO"
"1_3980";"108";"0";"1";"0";"0";"BIO"
"1_3997";"108";"0";"1";"0";"0";"BIO"
"1_4019";"108";"0";"1";"0";"0";"BIO"
"1_4048";"108";"0";"1";"2";"1";"BIO"
"1_4170";"108";"0";"1";"1";"1";"BIO"
"1_4229";"108";"0";"1";"2";"0";"BIO"
"1_4259";"108";"0";"1";"0";"0";"BIO"
"1_4300";"108";"0";"1";"0";"0";"BIO"
"1_4396";"108";"0";"1";"1";"5";"BIO"
"1_4421";"108";"0";"1";"1";"0";"BIO"
"1_4943";"108";"0";"1";"0";"1";"BIO"
"1_5139";"108";"0";"1";"0";"1";"BIO"
"1_5222";"108";"0";"1";"0";"0";"BIO"
"1_5591";"108";"0";"1";"0";"0";"BIO"
"1_5661";"108";"0";"1";"0";"1";"BIO"
"1_5706";"108";"0";"1";"1";"0";"BIO"
"1_5823";"108";"0";"1";"0";"0";"BIO"
"1_5944";"108";"0";"1";"0";"0";"BIO"
"1_5945";"108";"0";"1";"0";"0";"BIO"
"1_6050";"108";"0";"1";"0";"0";"BIO"
"1_6088";"108";"0";"1";"0";"0";"BIO"
"1_6125";"108";"0";"1";"0";"3";"BIO"
"1_6268";"108";"0";"2";"1";"4";"BIO"
"1_779";"108";"0";"1";"1";"0";"BIO"
"1_789";"108";"0";"1";"0";"0";"BIO"
"1_889";"108";"1";"1";"1";"1";"BIO"
"1_5925";"107";"0";"2";"0";"2";"BIO"
"1_1058";"106";"0";"1";"1";"0";"BIO"
"1_1128";"106";"1";"2";"0";"2";"BIO"
"1_2927";"106";"0";"1";"0";"0";"BIO"
"1_3035";"106";"1";"1";"0";"1";"BIO"
"1_3046";"106";"0";"1";"0";"0";"BIO"
"1_3077";"106";"0";"1";"1";"0";"BIO"
"1_3218";"106";"0";"1";"2";"0";"BIO"
"1_3253";"106";"0";"1";"0";"0";"BIO"
"1_3271";"106";"1";"1";"0";"0";"BIO"
"1_3280";"106";"2";"7";"3";"1";"BIO"
